#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000001.1	719183	719880	gtrB	1-698/930	========/===...	6/10	74.52	76.10	vfdb	NP_706258
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000012.1	83296	84018	sopE2	1-723/723	===============	0/0	100.00	100.00	vfdb	NP_460811
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	61676	62233	rck	1-558/558	===============	0/0	100.00	100.00	vfdb	NP_490501
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	66932	67624	pefD	1-693/693	===============	0/0	100.00	99.86	vfdb	NP_490508
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	67617	70025	pefC	1-2409/2409	===============	0/0	100.00	100.00	vfdb	NP_490509
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	70253	70771	pefA	1-519/519	===============	0/0	100.00	100.00	vfdb	NP_490510
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	71046	71348	pefB	1-303/303	===============	0/0	100.00	100.00	vfdb	NP_490511
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	83863	84588	spvC	1-726/726	===============	0/0	100.00	100.00	vfdb	NP_490528
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	84869	86644	spvB	1-1776/1776	===============	0/0	100.00	100.00	vfdb	NP_490529
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000014.1	88105	88998	spvR	1-894/894	===============	0/0	100.00	100.00	vfdb	NP_490531
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000017.1	45794	46753	sopD2	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_459947
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000020.1	18972	19982	sseK1	1-1011/1011	===============	0/0	100.00	99.90	vfdb	NP_463026
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000024.1	4978	5511	sodCI	1-534/534	===============	0/0	100.00	100.00	vfdb	NP_460019
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000024.1	12301	12654	grvA	1-354/354	===============	0/0	100.00	100.00	vfdb	AAG03023
/scratch/mnk5428/kenyans/data/GCA_019364025.1_ASM1936402v1_genomic.fna	JAAIDT010000029.1	128	997	sseI/srfH	1-870/969	==============.	0/0	89.78	100.00	vfdb	NP_460026
