#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000001.1	718814	719511	gtrB	1-698/930	========/===...	6/10	74.52	76.10	vfdb	NP_706258
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	5068	5961	spvR	1-894/894	===============	0/0	100.00	100.00	vfdb	NP_490531
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	7422	9197	spvB	1-1776/1776	===============	0/0	100.00	100.00	vfdb	NP_490529
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	9478	10203	spvC	1-726/726	===============	0/0	100.00	100.00	vfdb	NP_490528
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	22718	23020	pefB	1-303/303	===============	0/0	100.00	100.00	vfdb	NP_490511
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	23295	23813	pefA	1-519/519	===============	0/0	100.00	100.00	vfdb	NP_490510
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	24041	26449	pefC	1-2409/2409	===============	0/0	100.00	100.00	vfdb	NP_490509
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	26442	27134	pefD	1-693/693	===============	0/0	100.00	99.86	vfdb	NP_490508
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000015.1	31833	32390	rck	1-558/558	===============	0/0	100.00	100.00	vfdb	NP_490501
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000018.1	28483	29442	sopD2	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_459947
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000020.1	18139	19149	sseK1	1-1011/1011	===============	0/0	100.00	99.90	vfdb	NP_463026
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000023.1	18562	18915	grvA	1-354/354	===============	0/0	100.00	100.00	vfdb	AAG03023
/scratch/mnk5428/kenyans/data/GCA_019361395.1_ASM1936139v1_genomic.fna	JAAHZB010000023.1	25705	26238	sodCI	1-534/534	===============	0/0	100.00	100.00	vfdb	NP_460019
