#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000001.1	26725	27422	gtrB	1-698/930	========/===...	6/10	74.52	76.10	vfdb	NP_706258
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000014.1	22717	23019	pefB	1-303/303	===============	0/0	100.00	100.00	vfdb	NP_490511
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000014.1	23294	23812	pefA	1-519/519	===============	0/0	100.00	100.00	vfdb	NP_490510
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000014.1	24040	26448	pefC	1-2409/2409	===============	0/0	100.00	100.00	vfdb	NP_490509
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000014.1	26441	27133	pefD	1-693/693	===============	0/0	100.00	99.86	vfdb	NP_490508
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000014.1	31832	32389	rck	1-558/558	===============	0/0	100.00	100.00	vfdb	NP_490501
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000017.1	37441	39126	sopB/sigD	1-1686/1686	===============	0/0	100.00	100.00	vfdb	NP_460064
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000017.1	40032	40907	pipB	1-876/876	===============	0/0	100.00	100.00	vfdb	NP_460061
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000017.1	55339	56391	ompA	1-1041/1041	========/======	1/12	100.00	89.74	vfdb	AAF37887
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000017.1	76417	76524	sseI/srfH	862-969/969	.............==	0/0	11.15	100.00	vfdb	NP_460026
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000018.1	28483	29442	sopD2	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_459947
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000021.1	13697	14707	sseK1	1-1011/1011	===============	0/0	100.00	99.90	vfdb	NP_463026
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000023.1	18562	18915	grvA	1-354/354	===============	0/0	100.00	100.00	vfdb	AAG03023
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000023.1	25705	26238	sodCI	1-534/534	===============	0/0	100.00	100.00	vfdb	NP_460019
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000032.1	128	997	sseI/srfH	1-870/969	==============.	0/0	89.78	100.00	vfdb	NP_460026
/scratch/mnk5428/kenyans/data/GCA_019364075.1_ASM1936407v1_genomic.fna	JAAIDX010000075.1	1	372	ykgK/ecpR	220-591/591	.....==========	0/0	62.94	97.04	vfdb	NP_286011
